N°	types	traditions	title	subtitle	langCodes	creation_label	creation_norm	creationCentury_norm	copyYear_label	copyCentury_norm	actualCoutries	actualDistricts	institution	pressmark
20	Juridiction gracieuse ecclésiastique	orig	Acte sous le sceau de l’officialité épiscopale de Beauvais	Une opération de remembrement : la vente à l’abbaye Saint-Germer-de-Fly d’une terre tenue à champart	lat	1248	1248	XIII			France	Picardie	Bibliothèque nationale de France
22	Juridiction gracieuse ecclésiastique	orig	Acte sous le sceau de l’officialité épiscopale de Meaux	Une patiente politique d’acquisition : vente de terre aux cisterciens de Chaalis	lat	1251	1251	XIII			France	Ile-de-France	Bibliothèque nationale de France
23	Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte scellé par un chevalier (Multien)	Après le don : le chevalier Thomas d’Oissery s’engage, comme seigneur censuel, à garantir aux cisterciens de Chaalis des terres contestées	lat	1261	1261	XIII			France	Ile-de-France	Bibliothèque nationale de France
24	Souverain	orig	Charte du roi de France Louis IX	L’accord du seigneur féodal : le roi, sur le chemin de la croisade, ratifie la vente à deux abbayes de Soissons d’un bois tenu de lui en arrière-fief	lat	1270	1270	XIII			France	Picardie	Bibliothèque nationale de France
25	Souverain	orig	Mandement du roi de France Philippe V	Une seigneurie difficile à tenir : le roi fait ouvrir une instruction sur les droits du comte de Périgord dans la seigneurie de Caussade qu’il vient d’acquérir du souverain	lat	1317	1317	XIV			France	Midi-Pyrénées	Bibliothèque nationale de France
26	Juridiction gracieuse laïque	orig	Acte sous le sceau de la cour royale de Salins	La vente d’une vigne à Salins	fre	1296	1296	XIII			France	Franche-Comté	Collection privée
27	Prince, comte…&Légat	orig_multiple	Chirographe co-scellé par les deux auteurs et par un cardinal-légat pontifical (Narbonnais)	Payer les fidélités au prix fort : Amaury de Montfort, comte de Toulouse, promet un château au vicomte de Narbonne	lat	1220	1220	XIII			France	Languedoc-Roussillon	Archives nationales (France)
31	Prince, comte…	orig	Mandement du dauphin de Viennois	L’apprentissage du pouvoir : commission du dauphin Louis (futur roi de France Louis XI) pour la prise de possession de seigneuries échangées	fre	1447	1447	XV			France	Rhône-Alpes	Archives nationales (France)
32	Prince, comte…	orig	Acte de la comtesse de Boulogne	Entre époux et enfants : la comtesse Mahaut de Boulogne s’engage envers ses héritiers	lat	1242	1242	XIII			France	Nord-Pas-de-Calais
33	Prince, comte…&Abbé, maison religieuse	orig_multiple	Chirographe co-scellé par l’abbé de Moissac et le comte de Toulouse (Quercy)	L’hommage du comte : convention entre l’abbé de Moissac et Amaury de Montfort, comte de Toulouse	lat	1218	1218	XIII			France	Midi-Pyrénées	Archives nationales (France)
34	Notaire public&Documents comptables, financiers et fiscaux	orig	Acte notarié (Gévaudan)	Six ans de retard : certificat relatif au paiement d’arrérages d’une rente assignée sur un péage en Gévaudan	lat	1325	1325	XIV			France	Languedoc-Roussillon	Bibliothèque nationale de France
35	Juridiction gracieuse ecclésiastique&Documents comptables, financiers et fiscaux	orig	Acte sous le sceau de l’officialité épiscopale de Thérouanne	Quittance pour paiement de gages dus au titre de la guerre de Flandre	lat	1333	1333	XIV			France	Nord-Pas-de-Calais	Inconnue
36	Notices&Juridiction gracieuse municipale	orig	Notice sous un sceau consulaire (Limousin)	Au marché de Limoges : accord sur le cens à verser pour un étal de boucher	oci	1246	1246	XIII			France	Limousin	Archives départementales Haute-Vienne (France)	H 8146
37	Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte scellé par un seigneur (Picardie)	Petits arrangements entre frères : Clarembaud, seigneur de Vendeuil, donne à son frère des rentes qu’il a rachetées à un bourgeois de Péronne	lat	1233	1233	XIII			France	Picardie	Archives nationales (France)
38	Administration locale&Documents comptables, financiers et fiscaux	orig	Acte du trésorier royal de la sénéchaussée de Toulouse	Solder l’armée d’occupation : certificat des versements faits et à faire à un capitaine de l’armée royale en Gascogne	lat	1304	1304	XIV			France	Languedoc-Roussillon ; Aquitaine	Bibliothèque nationale de France
39	Juridiction gracieuse ecclésiastique&Actes privés sous le/les sceaux d’autorités locales	orig	Acte sous les sceaux de l’officialité archidiaconale de Verdun et d’un seigneur (Lorraine) 	Un montage féodal complexe : reprises et cessions d’un fief épiscopal en cascade	fre	1317	1317	XIV			France	Lorraine	Bibliothèque nationale de France
40	Administration centrale&documents comptables, financiers et fiscaux	orig	Attache de la Chambre des comptes et des généraux des finances pour l’exécution d’un acte du roi de France	Le laborieux paiement de la dot d’une fille de roi : Michèle de France reçoit, en l’attente du versement, les revenus des châtellenies de Péronne, Roye et Montdidier	fre	1418	1418	XV			France	Picardie	Bibliothèque nationale de France
41	Pape	orig	Lettres pontificales sur fil de chanvre	Aux origines de la Sorbonne : le pape demande à l’évêque de Paris d’autoriser l’installation d’un oratoire dans le collège	lat	1268	1268	XIII			France	Ile-de-France	Archives nationales (France)
42	Chapitre cathédral	orig	Acte sous les sceaux du chapitre cathédral de Toulouse et de son prévôt	Procuration pour un concile provincial convoqué à Béziers	lat	1277	1277	XIII			France	Midi-Pyrénées	Bibliothèque nationale de France
43	Administration locale	orig	Acte du sénéchal royal de Saintonge-Angoumois	Des travaux qui traînent : mandement de faire procéder de toute urgence aux réparations du château de La Rochelle ordonnées par le roi	lat	1321	1321	XIV			France	Poitou-Charentes	Bibliothèque nationale de France
44	Administration locale&Documents comptables, financiers et fiscaux	orig	Acte du sénéchal royal de Carcassonne-Béziers	Veiller aux frontières : mandat d’avance de gages à la garnison du château de Caramany	lat	1342	1342	XIV			France	Languedoc-Roussillon	Bibliothèque nationale de France
45	Pape	orig	Lettres pontificales sur fil de chanvre	Roi saint, sénéchal brigand ? Le pape mande au roi de France de faire restituer par son sénéchal de Beaucaire les biens de marchands génois qui se rendaient aux foires de Lagny en Champagne	lat	1245	1245	XIII			France	Languedoc-Roussillon	Archives nationales (France)
46	Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte scellé par un particulier (Normandie)	Masure, courtil, prox. route royale : un acte de vente normand	lat	1253	1253	XIII			France	Haute-Normandie	Archives nationales (France)
47	Souverain	orig	Mandement du roi de Naples Robert, comte de Provence	Résistance à l’impôt : ordre de faire contribuer les récalcitrants au subside voté par la ville de Tarascon en échange de privilèges commerciaux	lat	1320	1320	XIV			France	PACA	Archives municipales Tarascon (France)
48	Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte scellé par un notaire à titre personnel (Tarbes)	De notaire à notaire : procuration pour percevoir une somme due sur les caisses du roi en Bigorre	lat	1322	1322	XIV			France	Midi-Pyrénées	Bibliothèque nationale de France
49	Pape	orig	Lettres pontificales sur lacs de soie	Aux Mathurins de Paris : la protection pontificale	lat	1344	1344	XIV			France	Ile-de-France	Archives nationales (France)
50	Souverain	orig	Lettres « de par le roi » du roi de France Jean le Bon	Père et fils : Jean le Bon impose au régent Charles, depuis Londres, le choix qu’il a fait d’un officier normand	fre	1357	1357	XIV			France	Haute-Normandie	Bibliothèque nationale de France
51	Evêque	orig	Acte de l’évêque du Mans	Les garanties de l’écrit : le précautionneux montage d’une donation pieuse aux cisterciens de Savigny	lat	1180	1180	XII			France	Pays de la Loire	Archives nationales (France)	L 969, n° 3
52	Souverain	orig	Charte du roi d’Angleterre Henri II, duc de Normandie	Une dotation royale : Henri II Plantagenet offre à Saint-Père de Chartres une rente annuelle de dix mille harengs en Normandie	lat	[1165-1172]	1172	XII			France	Basse-Normandie	Bibliothèque nationale de France
53	Souverain	orig	Diplôme du roi de France Louis VII	Le ventre de Paris : le roi accorde l’immunité à une maison avec four aux Champeaux	lat	1137-1138	1138	XII			France	Ile-de-France	Archives nationales (France)	K 23, n° 2
54	Notices	orig	Notice monastique (Poitou)	Être le voisin de saint Maixent : dons et confirmations de dons à Saint-Maixent pour une entrée en religion	lat	1096	1096	XI			France	Poitou-Charentes	Collection privée (« Cabinet B. Fillon à Fontenay-Vendée »)
55	Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte scellé par un seigneur (Dauphiné)	Une concession à la chartreuse de Berthaud	lat	1243	1243	XIII			France	PACA	Archives départementales Hautes-Alpes (France)
58	Souverain	cp_informe&cp_figuree	Diplôme de l’empereur Frédéric II	Les ennemis de mes ennemis sont mes amis : Frédéric II investit Raimond VII de Toulouse du comté de Forcalquier dont il a prononcé la commise à l’encontre de Raimond Béranger V de Provence.	lat	1239	1239	XIII	[1240-1275 ca.]	XIII	France	PACA	Archives nationales (France)	J 340, n° 21
59	Evêque	orig	Lettre de l’archevêque de Tyr	Une trop lourde charge : Gilles archevêque de Tyr annonce que le pape a refusé de le décharger de la prédication de la croisade	lat	1265	1265	XIII			France
60	Actes privés sous le/les sceaux d’autorités locales	orig	Acte laïc sous sceaux ecclésiastiques (Besançon, Dole et Rougemont)	Le testament d’un seigneur comtois	lat	1269	1269	XIII			France	Franche-Comté	Bibliothèque nationale de France	nouv. acq. fr. 8761
61	Evêque	orig	Lettre de l’archevêque de Narbonne à six abbés de son diocèse	Signez la pétition : lettre circulaire pour la rédaction de procurations appuyant des remontrances au roi de France	lat	1277	1277	XIII			France	Languedoc-Roussillon
62	Juridiction gracieuse laïque	orig	Acte sous le sceau de la cour royale de Salins	Constitution de rente sur une vigne proche de Salins	fre	1296	1296	XIII			France	Franche-Comté
63	Evêque&Notaire public	orig	Acte notarié scellé d’un sceau épiscopal (Dauphiné)	Un hôte encombrant : l’évêque de Gap reconnaît avoir demandé gîte à la chartreuse de Durbon avant que son droit à l’exercer ait été reconnu	lat	1304	1304	XIV			France	PACA	Inconnue
64	Actes privés sous le sceau et/ou la signature de l’auteur&Documents comptables, financiers et fiscaux	orig	Acte scellé par un particulier (Rouergue)	Le notaire enquêteur : quittance de gages pour une enquête réalisée dans la sénéchaussée royale de Rouergue	lat	1340	1340	XIV			France	Midi-Pyrénées	Inconnue
65	Prince, comte…	orig	Acte de Nunyo Sanche, seigneur de Roussillon	Compromis à la catalane : le roi d’Aragon Jacques Ier se voit reconnaître le droit de nommer un viguier à Majorque	lat	1240	1240	XIII			France&Espagne	Languedoc-Roussillon ; Islas Baleares
66	Notices&Documents féodaux	orig	Serment (Nîmes)	Tenir le château : serment de fidélité prêté pour le château de Bernis à la vicomtesse de Nîmes	lat&oci	[1159]	1159	XII			France	Languedoc-Roussillon	Archives nationales (France)
67	Prince, comte…	cp_authentique	Acte de Guillaume comte de Ponthieu (copie sous le sceau de la châtellenie d’Exmes, 1487)	La chaîne de la tradition : don du XIIe, copie du XVe	lat&fre	[1157-1171]	1171	XII	1487	XV	France	Basse-Normandie	Bibliothèque nationale de France
68	Notariats traditionnels	orig	Acte dressé par un prêtre (Roussillon)	Un accensement de vignes	lat	1116	1116	XII			France	Languedoc-Roussillon	Archives départementales Pyrénées-Orientales (France)	B 63
69	Souverain	cartulaire&cp_figuree	Précepte du roi de France Charles le Chauve (copie de cartulaire, XIIe siècle)	Alimenter les fidélités : don de terres par Charles le Chauve à un fidèle bourguignon	lat	842	842	IX	[1101-1200 ca.] 	XII	France	Bourgogne	Biblioteca San Lorenzo (Florence, Italie)
70	Notices	orig	Notice monastique (Val de Loire)	Le douaire d’une reine : don d’une forêt à Marmoutier par Bertrade, veuve du roi de France Philippe Ier	lat	1115	1115	XII			France	Centre	British Library
71	Evêque	orig_multiple	Acte de l’évêque d’Amiens en forme de chirographe	Répartir les profits du culte : accord entre patron et curé	lat	1199	1199	XII			France	Picardie	Bibliothèque nationale de France
72	Evêque&juridiction gracieuse ecclésiastique	cp_authentique	Mandement de l’archevêque de Reims (vidimus contemporain sous le sceau de l’officialité archidiaconale de Reims)	L’appui du bras spirituel : l’archevêque enjoint d’aider à la levée d’une imposition par la commune de Reims	lat	1255	1255	XIII	1255	XIII	France	Champagne-Ardenne
73	Administration centrale&Administration locale&Documents judiciaires	orig	Acte de l’administration royale (Paris)	Des payeurs récalcitrants : rapport d’un sergent du Châtelet aux Requêtes du Palais	fre	1375	1375	XIV			France	Ile-de-France	Archives nationales (France)	S 952 n° 2
74	Souverain	orig&cp_informe&cp_figuree	Acte d’Urraka, fille du roi de León et de Castille Alphonse VI	Un don royal à l’abbaye de Cluny : l’infante Urraka, dame de Galice, offre le monastère de Pombeiro	lat	1109	1109	XII	[1109-1200 ca.]	XII	France&Espagne	Bourgogne ; Galicia	Bibliothèque nationale de France
75	Juridiction gracieuse municipale	orig_multiple	Chirographe d’échevinage (Valenciennes)	Entre gens de bien et devant hommes d’honneur : la dotation des jeunes époux	fre	1430	1430	XV			France	Nord-Pas-de-Calais	Archives municipales Valenciennes (France)
76	Prince, comte…	orig	Lettre du comte de Savoie Amédée IV	Payez la dot ! Une relance pressante aux exécuteurs testamentaires du comte de Toulouse Raimond VII	lat	1251	1251	XIII			France	Rhône-Alpes ; Midi-Pyrénées	Archives nationales (France)	J 310 n° 39
77	Souverain	orig	Lettres patentes sur double queue du roi de France Louis XI	Une Flandre souveraine : acte d’application du traité de Péronne	fre	1468	1468	XV			France	Nord-Pas-de-Calais, Belgique	Bibliothèque nationale de France
78	Actes privés sous le/les sceaux d’autorités locales	orig	Acte sous le sceau du doyen de chrétienté de Verberie (diocèse Soissons)	Charité bien ordonnée : don et échange de terre d’un bourgeois de Compiègne aux cisterciens de Chaalis	lat	1239	1239	XIII			France	Picardie	Collection privée (« Mr de la Bigne »)
79	Juridiction gracieuse laïque&Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte co-scellé par le bailli royal du Cotentin et par un chevalier	Une rente sur un moulin : petits arrangements et grandes garanties en faveur des cisterciennes de Mortain	fre	1276	1276	XIII			France	Basse-Normandie
80	Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte scellé par un seigneur (Picardie)	Préparer le défrichement : accord entre l’abbaye de Prémontré et le seigneur de Ham sur le défrichement d’un bois	lat	1177	1177	XII			France	Picardie	Archives départementales Oise (France)
81	Souverain	cp_authentique&cp_figuree	Diplôme du roi de France Robert le Pieux (vidimus au Châtelet de Paris, 1279)	Fidèles et sanctuaires : confirmation par le roi de dons faits à l’abbaye Saint-Maur-des-Fossés à Evry et à Lisses	lat&fre	999	999	X	1279	XIII	France	Ile-de-France	Archives nationales (France)	S 1165 n° 13
82	Chapitre cathédral	orig	Acte sous le sceau du doyen du chapitre cathédral de Paris	Transactions immobilières et gestion des prébendes : accensement d’une maison par le chancelier de la cathédrale	lat	1192	1192	XII			France	Ile-de-France
83	Souverain	orig	Charte du roi d’Angleterre Henri II	Ordre princier, ordre cistercien : la régularisation de l’ermitage de Beaugerais, remis à l’abbaye cistercienne du Loroux	lat	[1177-1189]	1189	XII			France	Centre	British Library
84	Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte scellé par un bourgeois (Guyenne)	Parole de Gascons : une dette contractée à Londres et remboursable à Bordeaux	fre	1293	1293	XIII			France&Angleterre	Aquitaine ; Grand Londres	Archives départementales Pyrénées-Atlantiques (France)
85	Documents judiciaires&Documents de gestion domaniale	orig	Acte de justice seigneuriale (Normandie)	Aux plaids de la seigneurie : aveu et dénombrement de tenure	fre	1500	1500	XV			France	Haute-Normandie
86	Juridiction gracieuse ecclésiastique	orig	Acte sous le sceau de l’officialité épiscopale de Paris	Le prix de la maîtrise : une cave et un étal pour entrer en Boucherie	lat	1276	1276	XIII			France	Ile-de-France	Collection privée (« Paul Meyer »)
87	Souverain	orig	Charte du roi d’Angleterre Jean sans Terre	Le roi et les ermites : les Grandmontains du Parc de Rouen		1199	1199	XII			France	Haute-Normandie	British Library
88	Evêque	orig	Acte de l’archevêque de Sens	L’archevêque, les moines, la paroisse : concession d’autel à Saint-Germain-des-Prés	lat	1109	1109	XII			France	Ile-de-France
89	Administration locale	orig	Acte du bailli royal de Bourges	Un trou dans la muraille : autorisation de percement accordée aux Templiers à Issoudun	fre	1298	1298	XIII			France	Centre
90	Souverain	orig	Diplôme du roi de France Philippe Auguste	Partage de dépouilles normandes : un échange entre le roi et le comte Renaud de Boulogne	lat	1204	1204	XIII			France	Normandie
91	Actes privés sous le sceau et/ou la signature de l’auteur&juridiction gracieuse ecclésiastique	orig	Acte scellé et signé par un chanoine, procureur d’abbaye (Perche)	Paris, rive droite : circulation d’une rente sur une maison en la Mortellerie, dans la censive de l’abbaye de Thiron	fre	1407	1407	XV			France	Ile-de-France, Centre
92	Administration centrale&documents féodaux	orig	Attache de la Chambre des comptes et des trésoriers du roi de France	Ordres en cascade et médiations administratives : l’exécution d’une souffrance d’hommage pour un fief normand	fre	1413	1413	XV			France	Normandie
93	Prince, comte…	orig	Acte d’Eudes, sire de Bourbon, fils aîné du duc de Bourgogne 	Hériter des charges : Eudes de Bourbon reconnaît les dettes et legs des Châtillon	fre	1250	1250	XIII			France	Auvergne
94	Actes privés sous le sceau et/ou la signature de l’auteur	orig	Acte scellé par un seigneur (Bourgogne)	Aux confins des principautés : reprise de fief et hommages liges en Bourgogne	fre	1265	1265	XIII			France	Bourgogne
95	Pape	chancellerie	Lettres pontificales (copie contemporaine au registre pontifical)	Le pape, le roi, les moniales : confirmations de dons d’églises de Brno à des cisterciennes de Moravie	lat	1261	1261	XIII	1261	XIII	République tchèque	Jihomoravský kraj [Moravie du sud]	Bibliothèque nationale de France
